Date,Customer_ID,Age,Gender,Income,Spending_Score,Credit_Score,Loan_Amount,Previous_Defaults,Marketing_Spend,Purchase_Frequency,Seasonality,Sales,Customer_Churn,Defaulted
2024-01-31,336,21,Male,38574,25,660,41068,1,6571,27,Medium,59722,0,0
2024-04-03,337,50,Female,29184,13,519,34806,0,17209,9,High,94499,0,0
2024-02-11,338,31,Female,39096,82,460,27663,2,16246,29,Low,55818,0,0
2024-04-08,339,38,Female,87728,33,388,46321,1,11380,9,High,34932,0,0
2024-01-07,340,65,Female,54016,16,458,41495,0,3224,13,High,11901,0,1
2024-01-16,341,37,Female,31246,42,788,27656,0,9389,6,High,13597,0,1
2024-03-30,342,25,Female,65558,66,623,30860,1,16927,6,Medium,68909,0,1
2024-04-21,343,24,Female,138721,55,680,21832,1,12684,20,High,77391,0,0
2024-04-25,344,20,Female,38381,99,401,29817,0,11640,20,Low,89214,0,0
2024-02-29,345,34,Female,147796,42,793,26727,2,9662,21,High,13263,0,0
2024-04-22,346,50,Female,56455,34,318,47815,2,7361,3,Low,68293,1,0
2024-01-02,347,65,Female,112263,30,753,29817,2,2948,17,High,30805,1,0
2024-02-17,349,68,Male,31302,13,696,7520,1,12992,12,Low,16874,0,0
2024-01-12,350,39,Female,87506,18,578,8081,0,7318,16,High,98065,0,0
2024-03-09,351,39,Female,61157,32,664,39196,1,13180,15,High,91402,0,0
2024-02-06,352,63,Male,74917,96,630,41735,2,1234,13,Low,19079,0,1
2024-02-01,353,47,Female,112738,99,643,44213,2,16372,23,Medium,54850,1,0
2024-04-28,354,55,Male,116646,39,754,19566,1,1522,1,High,77779,0,0
2024-01-09,355,55,Male,103122,46,364,19042,1,13718,17,Medium,14018,0,0
2024-04-14,356,62,Male,44519,29,375,30498,0,10821,3,High,54500,1,0
2024-04-08,357,68,Male,116809,62,442,16329,2,6832,26,High,17100,1,1
2024-01-19,358,25,Male,107487,93,772,36656,0,13820,15,High,62021,1,0
2024-02-17,359,44,Female,76819,62,716,7159,0,17211,4,High,24800,0,0
2024-03-20,360,44,Male,100910,57,604,42900,0,8122,4,Medium,68400,0,0
2024-01-03,361,51,Female,140430,16,796,24363,2,6842,18,High,97446,0,1
2024-01-20,362,38,Female,91324,56,590,29817,0,2316,17,Low,34437,0,0
2024-01-24,363,47,Male,25408,10,588.5,24033,0,14200,19,Low,81537,0,1
2024-02-23,364,50,Male,79379,30,588.5,29817,0,18508,11,Medium,51675,0,0
2024-04-29,365,45,Female,45053,25,302,40851,0,16206,20,High,24942,1,0
2024-02-02,366,64,Male,29446,84,384,31832,0,19971,3,Low,25862,0,0
2024-01-24,367,50,Male,85375.5,5,588.5,18944,0,2378,8,Medium,16669,0,1
2024-04-25,368,22,Female,118723,65,749,24873,2,2519,14,High,58772,0,0
2024-03-15,369,65,Female,71356,94,753,45372,0,8935,26,Low,20916,0,0
2024-04-22,370,36,Male,30789,49,520,28928,1,7093,1,Low,15878,0,0
2024-03-12,371,21,Female,117720,3,453,20379,0,6355,14,Medium,7985,0,0
2024-02-05,372,52,Male,86656,45,311,41751,0,10083,2,High,78648,0,0
2024-02-07,373,66,Male,85375.5,14,432,39546,2,6574,29,High,46235,0,1
2024-04-13,374,34,Male,84484,30,603,29286,2,14324,23,Low,23931,0,0
2024-03-24,375,61,Female,52154,68,592,10110,1,3257,4,Low,97876,1,0
2024-04-08,376,45,Female,85375.5,18,599,17087,1,14411,24,Low,5336,0,0
2024-04-21,377,47,Female,22336,62,342,28762,2,16233,27,High,47933,0,0
2024-03-29,378,46,Female,123677,37,642,22081,2,16887,29,Medium,89899,0,0
2024-04-08,379,63,Female,87779,25,625,39947,0,3005,19,Medium,50536,0,0
2024-01-25,380,23,Male,39029,48,588.5,14596,2,19400,6,High,74504,0,0
2024-04-02,381,52,Male,79201,65,663,43019,1,11860,25,Medium,56148,0,0
2024-01-18,382,58,Male,52265,53,726,47003,0,11070,1,Low,21279,1,0
2024-04-19,383,54,Male,122916,79,320,29817,1,10388,17,Medium,73665,1,0
2024-03-22,384,41,Female,132250,73,706,6013,0,19156,8,Medium,76386,0,0
2024-03-06,385,46,Male,136553,15,635,28705,2,19135,19,Medium,91124,1,1
2024-02-23,386,66,Female,63872,49,416,6828,1,15609,21,Low,82485,0,1
2024-02-04,387,63,Male,66197,88,423,12909,0,17363,1,High,79055,0,1
2024-03-20,388,48,Female,145733,68,698,43356,0,17923,5,Low,96911,0,0
2024-03-01,389,52,Female,75180,12,350,18109,2,15823,27,High,82273,0,0
2024-02-10,390,50,Male,85375.5,59,623,7023,2,18845,16,High,71670,1,0
2024-04-09,391,69,Male,49486,37,440,19537,2,9547,6,High,81474,0,0
2024-02-02,392,38,Male,85375.5,61,769,31661,1,12515,8,Medium,59028,1,0
2024-03-08,393,49,Male,148876,43,633,43659,0,1234,13,Medium,95022,0,0
2024-01-14,395,50,Male,84435,39,793,42804,1,18932,3,High,76128,0,0
2024-01-21,396,20,Male,60631,56,838,20379,1,8480,19,Medium,23108,0,1
2024-02-17,397,35,Female,85375.5,63,455,32766,1,5213,12,Low,57495,0,0
2024-01-20,398,42,Male,121532,46,590,48590,2,11293,16,High,87806,1,1
2024-04-29,399,59,Male,40103,88,443,7563,2,2673,27,Low,98185,0,0
2024-01-08,400,48,Male,84772,11,405,41060,0,3100,11,Medium,81533,1,0
2024-01-07,401,20,Male,85375.5,62,719,34197,0,12849,10,High,61830,1,0
2024-03-07,402,57,Male,85375.5,77,301,8586,2,19199,25,Low,79640,0,0
2024-01-17,403,63,Female,104291,98,588.5,29817,1,4841,20,Low,57509,1,1
2024-02-02,404,41,Male,121195,25,644,28225,1,11197,4,Low,71406,1,1
2024-02-17,405,67,Male,23756,71,649,34750,1,9016,12,Medium,99220,0,0
2024-03-16,406,49,Male,40609,52,758,11643,0,8011,23,Medium,44519,1,0
2024-02-28,407,64,Male,134074,4,562,32523,1,5493,2,Low,54649,1,1
2024-04-24,408,39,Male,36478,59,650,41727,0,18058,24,Low,39524,0,0
2024-03-26,409,40,Female,120978,72,407,16005,0,9578,22,Medium,38885,0,1
2024-04-28,410,19,Male,59666,20,338,48543,1,3158,19,Low,49369,1,0
2024-01-22,411,44,Female,85375.5,93,458,29817,1,3064,25,Low,35676,0,0
2024-04-19,412,59,Female,119097,63,611,21029,2,4253,5,Medium,69093,0,0
2024-01-30,413,19,Male,144714,54,540,19226,2,13828,8,Low,52764,0,0
2024-02-07,414,43,Male,85375.5,74,744,33731,1,2401,7,Low,55799,1,0
2024-04-11,415,34,Male,91315,98,597,48922,0,16193,14,Low,84414,0,0
2024-04-18,416,57,Male,85375.5,57,335,49848,0,13096,24,Medium,98095,1,0
2024-02-20,417,50,Female,146205,90,383,8390,0,5214,23,Low,77307,0,0
2024-02-23,418,26,Male,34153,41,751,10997,0,12023,3,Medium,87062,0,0
2024-01-08,419,60,Male,129415,3,684,17693,0,12950,18,Medium,36923,0,0
2024-01-27,420,65,Male,96325,6,471,47092,2,11704,16,High,83388,0,0
2024-01-27,421,56,Male,129701,5,675,5541,1,11343,23,High,52574,0,0
2024-04-07,422,46,Male,32999,5,661,29817,2,12867,19,Low,48391,1,0
2024-01-21,423,59,Male,75318,54,440,42861,0,3745,19,Medium,58664,1,1
2024-01-30,424,43,Female,20814,47,417,18428,0,4866,18,High,72384,0,1
2024-04-06,425,52,Female,135033,87,588.5,29817,0,12956,20,Low,36027,0,0
2024-01-28,426,67,Male,96077,49,519,15258,0,6818,16,High,40464,1,0
2024-04-20,427,42,Male,110474,9,325,21044,1,19606,8,High,39485,1,1
2024-03-04,428,41,Male,22443,99,820,34411,0,17093,28,Medium,24456,0,1
2024-04-06,429,30,Female,95993,20,309,29817,1,16493,1,Medium,79795,0,0
2024-03-09,430,24,Male,95916,61,677,33854,0,18908,17,High,40554,0,0
2024-03-01,431,53,Female,93319,35,451,11256,1,9224,12,High,51922,1,0
2024-02-17,432,62,Male,85375.5,50,348,15720,2,5025,21,Medium,18409,0,0
2024-01-19,433,37,Male,129777,82,453,38937,0,19950,11,Low,74327,0,0
2024-01-04,434,18,Male,37368,62,592,38598,1,7155,5,Medium,96400,0,0
2024-02-04,435,25,Male,35328,17,349,6651,2,14839,27,High,41639,1,1
2024-03-04,436,63,Female,85375.5,88,830,24194,0,1719,12,Low,68627,0,1
2024-01-17,438,31,Male,119131,32,466,32386,0,18356,6,Low,24692,0,0
2024-02-13,439,29,Male,47306,99,501,14518,1,19591,1,High,94037,0,0
2024-04-01,440,68,Female,105451,13,445,21184,1,5426,5,Low,83840,0,1
2024-01-30,441,40,Female,59915,89,738,38787,2,13512,25,Low,59200,1,0
2024-04-02,442,32,Female,57219,73,541,26621,1,16064,28,High,98063,1,0
2024-02-15,443,45,Female,100879,68,782,15028,1,14767,14,Low,62415,1,0
2024-04-26,444,51,Male,131939,14,407,17448,0,12308,5,Medium,23074,1,0
2024-01-06,445,19,Female,84644,98,588.5,29817,0,12477,22,High,20549,0,0
2024-04-08,446,49,Male,80279,11,731,35447,0,13903,24,Medium,34963,1,0
2024-04-14,447,40,Female,73028,56,718,23394,0,9680,27,High,96456,0,0
2024-02-06,448,39,Female,124263,67,754,39501,0,3204,1,Low,57265,0,1
2024-01-24,449,68,Female,20126,92,588.5,35254,0,2102,18,Low,21061,1,1
2024-04-02,450,42,Female,72329,29,822,23509,0,6243,16,Low,63226,0,1
2024-04-22,451,39,Female,47632,9,376,19472,2,7614,9,High,33810,0,0
2024-02-15,452,39,Male,127099,67,808,8471,2,17299,19,Medium,65006,0,0
2024-02-22,453,66,Male,85310,25,740,29817,2,9707,22,Medium,27800,0,0
2024-04-04,454,69,Female,85375.5,98,553,29817,2,14913,5,High,80476,0,1
2024-04-08,455,59,Female,75176,76,619,13329,0,1630,27,High,74460,1,0
2024-02-29,456,23,Male,139797,42,562,29817,2,12908,2,Medium,62767,1,0
2024-04-06,457,32,Female,106066,9,673,33272,0,11847,15,Medium,33054,0,0
2024-04-25,458,60,Female,125500,79,466,47845,2,10171,7,Medium,80319,0,0
2024-03-03,459,54,Male,146413,40,758,29817,1,13721,4,Medium,50397,0,0
2024-03-25,460,50,Female,64327,25,579,37373,2,17661,1,High,18233,1,0
2024-02-01,461,25,Female,85375.5,5,601,40525,2,17616,13,High,95020,0,0
2024-03-27,462,61,Male,23797,11,588.5,29570,0,10744,20,Low,30068,0,0
2024-02-02,463,61,Male,67882,59,517,23284,2,6690,22,Medium,70727,0,1
2024-03-07,464,22,Male,33718,98,401,23994,1,14401,7,Low,95610,0,0
2024-01-18,465,56,Female,54560,88,587,28284,0,8659,15,High,75453,0,0
2024-01-25,466,21,Male,96589,79,466,22833,0,11601,23,High,30832,1,0
2024-04-15,467,23,Male,42116,38,335,30122,2,12704,14,Low,91242,0,1
2024-04-04,468,62,Male,56244,72,652,10017,0,1025,23,Medium,18682,0,0
2024-02-23,469,49,Male,121721,5,372,21370,0,16384,19,Medium,97298,0,1
2024-02-27,470,69,Male,21645,48,652,34252,0,14705,22,Medium,28383,0,0
2024-03-07,471,47,Male,67523,90,588.5,12999,0,9652,29,Medium,63160,0,1
2024-04-13,472,64,Female,144085,18,724,29817,0,14379,24,Low,98332,0,1
2024-02-15,473,52,Female,137718,70,588.5,47963,0,8006,20,Low,28666,0,0
2024-01-24,474,57,Male,39256,37,727,7096,1,19378,29,High,63817,0,0
2024-04-23,475,69,Male,121376,60,838,30279,2,9682,24,Medium,96198,1,0
2024-02-01,476,33,Male,120158,48,459,48363,1,2072,18,Medium,39642,0,0
2024-02-16,477,30,Female,73173,77,448,31201,0,1215,10,Medium,46830,1,0
2024-03-26,478,67,Female,57430,28,588.5,24715,0,10915,9,Low,15234,0,0
2024-03-06,480,47,Female,139719,77,680,20078,1,19990,8,Low,14221,0,0
2024-01-27,481,36,Female,83374,81,357,10105,2,15824,26,Medium,16410,1,0
2024-04-15,482,34,Female,88244,40,558,34312,1,4313,29,Medium,85055,0,0
2024-01-02,483,36,Female,31694,45,641,7839,0,12033,10,High,66413,0,0
2024-03-30,484,45,Female,76264,96,429,8384,2,10968,17,Medium,6051,1,0
2024-01-17,485,43,Female,95060,62,471,48619,2,17241,2,Medium,80301,0,0
2024-04-13,486,54,Male,117416,93,508,47821,0,6939,6,High,81918,0,0
2024-02-02,487,43,Male,77545,58,653,18493,2,15696,26,Low,83116,0,1
2024-01-09,488,40,Male,138195,67,770,22069,1,15794,5,Low,61563,0,0
2024-02-12,489,26,Male,59224,56,415,29817,1,3295,28,Medium,49757,0,0
2024-04-27,490,29,Female,122516,40,563,42051,1,2696,9,Low,82475,0,0
2024-02-17,491,18,Female,117945,98,741,12736,1,12185,5,Medium,56257,0,1
2024-02-08,492,18,Male,33224,40,847,12710,0,19330,18,High,5307,1,1
2024-04-02,493,64,Female,60738,91,752,6619,2,13001,26,High,61889,0,1
2024-02-11,494,51,Male,45150,77,776,29817,1,15350,20,Medium,73895,1,0
2024-04-28,495,49,Female,83731,33,586,28252,0,4644,9,High,40944,1,0
2024-01-26,496,65,Male,69688,6,602,20261,2,7420,17,High,43134,0,0
2024-04-08,497,42,Female,119929,88,610,6431,2,12837,27,Medium,32323,0,0
2024-02-19,498,57,Female,128618,19,507,14067,0,7353,17,Medium,76762,0,1
2024-01-25,499,62,Male,93509,80,745,42481,0,11541,12,High,92225,0,0
2024-01-24,500,18,Female,28577,40,354,29817,1,2932,7,Low,30954,1,0
